"ID","Title","Content","Acceptance Criteria","Review Requirements","State","Labels"
"94","[#094] 清理 analyzer：lib/features/mcp/widgets/mcp_conversation_sheet.dart（8 条）","目标文件：lib/features/mcp/widgets/mcp_conversation_sheet.dart；动态排名 #094；共 8 条 issue（W0/I8/E0）。主簇：deprecated_member_use×8。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×8），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"95","[#095] 清理 analyzer：lib/features/provider/pages/provider_groups_page.dart（8 条）","目标文件：lib/features/provider/pages/provider_groups_page.dart；动态排名 #095；共 8 条 issue（W0/I8/E0）。主簇：use_build_context_synchronously×5、deprecated_member_use×3。修复顺序：先行为/正确性风险（use_build_context_synchronously×5），再 API 漂移（deprecated_member_use×3），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"96","[#096] 清理 analyzer：lib/shared/widgets/ios_tactile.dart（8 条）","目标文件：lib/shared/widgets/ios_tactile.dart；动态排名 #096；共 8 条 issue（W0/I8/E0）。主簇：deprecated_member_use×7、unnecessary_import×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×7），最后样式卫生（unnecessary_import×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"97","[#097] 清理 analyzer：lib/theme/theme_factory.dart（8 条）","目标文件：lib/theme/theme_factory.dart；动态排名 #097；共 8 条 issue（W0/I8/E0）。主簇：deprecated_member_use×8。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×8），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"98","[#098] 清理 analyzer：lib/desktop/desktop_home_page.dart（7 条）","目标文件：lib/desktop/desktop_home_page.dart；动态排名 #098；共 7 条 issue（W3/I4/E0）。主簇：curly_braces_in_flow_control_structures×3、deprecated_member_use×1、unreachable_switch_default×1、unused_element_parameter×1、unused_import×1。修复顺序：先行为/正确性风险（unreachable_switch_default×1），再 API 漂移（deprecated_member_use×1），最后样式卫生（curly_braces_in_flow_control_structures×3、unused_element_parameter×1、unused_import×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#098;issues=7;warnings=3;area=desktop/desktop_home_page.dart;desktop;top=curly_braces_in_flow_control_structures|deprecated_member_use"
"99","[#099] 清理 analyzer：lib/features/provider/widgets/share_provider_sheet.dart（7 条）","目标文件：lib/features/provider/widgets/share_provider_sheet.dart；动态排名 #099；共 7 条 issue（W1/I6/E0）。主簇：deprecated_member_use×5、unnecessary_import×1、unreachable_switch_default×1。修复顺序：先行为/正确性风险（unreachable_switch_default×1），再 API 漂移（deprecated_member_use×5），最后样式卫生（unnecessary_import×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#099;issues=7;warnings=1;area=features/provider;top=deprecated_member_use|unnecessary_import"
"100","[#100] 清理 analyzer：lib/features/assistant/pages/assistant_settings_edit_custom_request_tab.dart（7 条）","目标文件：lib/features/assistant/pages/assistant_settings_edit_custom_request_tab.dart；动态排名 #100；共 7 条 issue（W0/I7/E0）。主簇：deprecated_member_use×7。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×7），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#100;issues=7;warnings=0;area=features/assistant;top=deprecated_member_use"
"101","[#101] 清理 analyzer：lib/features/chat/widgets/bottom_tools_sheet.dart（7 条）","目标文件：lib/features/chat/widgets/bottom_tools_sheet.dart；动态排名 #101；共 7 条 issue（W0/I7/E0）。主簇：deprecated_member_use×5、use_build_context_synchronously×2。修复顺序：先行为/正确性风险（use_build_context_synchronously×2），再 API 漂移（deprecated_member_use×5），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#101;issues=7;warnings=0;area=features/chat;top=deprecated_member_use|use_build_context_synchronously"
"102","[#102] 清理 analyzer：lib/features/mcp/widgets/mcp_timeout_sheet.dart（7 条）","目标文件：lib/features/mcp/widgets/mcp_timeout_sheet.dart；动态排名 #102；共 7 条 issue（W0/I7/E0）。主簇：deprecated_member_use×7。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×7），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#102;issues=7;warnings=0;area=features/mcp;top=deprecated_member_use"
"103","[#103] 清理 analyzer：lib/shared/widgets/plantuml_block.dart（7 条）","目标文件：lib/shared/widgets/plantuml_block.dart；动态排名 #103；共 7 条 issue（W0/I7/E0）。主簇：use_build_context_synchronously×4、deprecated_member_use×3。修复顺序：先行为/正确性风险（use_build_context_synchronously×4），再 API 漂移（deprecated_member_use×3），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#103;issues=7;warnings=0;area=shared/widgets;top=use_build_context_synchronously|deprecated_member_use"
"104","[#104] 清理 analyzer：lib/utils/markdown_preview_html.dart（7 条）","目标文件：lib/utils/markdown_preview_html.dart；动态排名 #104；共 7 条 issue（W0/I7/E0）。主簇：deprecated_member_use×7。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×7），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#104;issues=7;warnings=0;area=utils;top=deprecated_member_use"
"105","[#105] 清理 analyzer：lib/features/translate/pages/translate_page.dart（6 条）","目标文件：lib/features/translate/pages/translate_page.dart；动态排名 #105；共 6 条 issue（W3/I3/E0）。主簇：deprecated_member_use×3、unused_element_parameter×3。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×3），最后样式卫生（unused_element_parameter×3）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#105;issues=6;warnings=3;area=features/translate;top=deprecated_member_use|unused_element_parameter"
"106","[#106] 清理 analyzer：lib/desktop/reasoning_budget_popover.dart（6 条）","目标文件：lib/desktop/reasoning_budget_popover.dart；动态排名 #106；共 6 条 issue（W1/I5/E0）。主簇：deprecated_member_use×5、unnecessary_null_comparison×1。修复顺序：先行为/正确性风险（unnecessary_null_comparison×1），再 API 漂移（deprecated_member_use×5），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#106;issues=6;warnings=1;area=desktop/reasoning_budget_popover.dart;desktop;top=deprecated_member_use|unnecessary_null_comparison"
"107","[#107] 清理 analyzer：lib/features/home/widgets/learning_prompt_sheet.dart（6 条）","目标文件：lib/features/home/widgets/learning_prompt_sheet.dart；动态排名 #107；共 6 条 issue（W0/I6/E0）。主簇：deprecated_member_use×4、use_build_context_synchronously×2。修复顺序：先行为/正确性风险（use_build_context_synchronously×2），再 API 漂移（deprecated_member_use×4），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#107;issues=6;warnings=0;area=features/home;top=deprecated_member_use|use_build_context_synchronously"
"108","[#108] 清理 analyzer：lib/features/home/widgets/message_list_view.dart（6 条）","目标文件：lib/features/home/widgets/message_list_view.dart；动态排名 #108；共 6 条 issue（W0/I6/E0）。主簇：deprecated_member_use×6。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×6），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#108;issues=6;warnings=0;area=features/home;top=deprecated_member_use"
"109","[#109] 清理 analyzer：lib/features/home/widgets/world_book_sheet.dart（6 条）","目标文件：lib/features/home/widgets/world_book_sheet.dart；动态排名 #109；共 6 条 issue（W0/I6/E0）。主簇：deprecated_member_use×5、use_build_context_synchronously×1。修复顺序：先行为/正确性风险（use_build_context_synchronously×1），再 API 漂移（deprecated_member_use×5），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#109;issues=6;warnings=0;area=features/home;top=deprecated_member_use|use_build_context_synchronously"
"110","[#110] 清理 analyzer：lib/shared/widgets/emoji_picker_dialog.dart（6 条）","目标文件：lib/shared/widgets/emoji_picker_dialog.dart；动态排名 #110；共 6 条 issue（W0/I6/E0）。主簇：deprecated_member_use×4、depend_on_referenced_packages×1、unnecessary_import×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×4），最后样式卫生（depend_on_referenced_packages×1、unnecessary_import×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#110;issues=6;warnings=0;area=shared/widgets;top=deprecated_member_use|depend_on_referenced_packages"
"111","[#111] 清理 analyzer：lib/features/chat/widgets/reasoning_budget_sheet.dart（5 条）","目标文件：lib/features/chat/widgets/reasoning_budget_sheet.dart；动态排名 #111；共 5 条 issue（W3/I2/E0）。主簇：deprecated_member_use×2、unused_element×1、unused_element_parameter×1、unused_import×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×2），最后样式卫生（unused_element×1、unused_element_parameter×1、unused_import×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#111;issues=5;warnings=3;area=features/chat;top=deprecated_member_use|unused_element"
"112","[#112] 清理 analyzer：lib/desktop/setting/mcp_json_edit_dialog.dart（5 条）","目标文件：lib/desktop/setting/mcp_json_edit_dialog.dart；动态排名 #112；共 5 条 issue（W0/I5/E0）。主簇：deprecated_member_use×5。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×5），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#112;issues=5;warnings=0;area=desktop/setting;desktop;top=deprecated_member_use"
"113","[#113] 清理 analyzer：lib/features/assistant/pages/tags_manager_page.dart（5 条）","目标文件：lib/features/assistant/pages/tags_manager_page.dart；动态排名 #113；共 5 条 issue（W0/I5/E0）。主簇：use_build_context_synchronously×4、deprecated_member_use×1。修复顺序：先行为/正确性风险（use_build_context_synchronously×4），再 API 漂移（deprecated_member_use×1），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#113;issues=5;warnings=0;area=features/assistant;top=use_build_context_synchronously|deprecated_member_use"
"114","[#114] 清理 analyzer：lib/features/home/controllers/scroll_controller.dart（5 条）","目标文件：lib/features/home/controllers/scroll_controller.dart；动态排名 #114；共 5 条 issue（W0/I5/E0）。主簇：use_build_context_synchronously×5。修复顺序：先行为/正确性风险（use_build_context_synchronously×5），再 API 漂移（按全文件扫描确认），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#114;issues=5;warnings=0;area=features/home;top=use_build_context_synchronously"
"115","[#115] 清理 analyzer：lib/features/home/services/file_upload_service.dart（5 条）","目标文件：lib/features/home/services/file_upload_service.dart；动态排名 #115；共 5 条 issue（W0/I5/E0）。主簇：use_build_context_synchronously×5。修复顺序：先行为/正确性风险（use_build_context_synchronously×5），再 API 漂移（按全文件扫描确认），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#115;issues=5;warnings=0;area=features/home;top=use_build_context_synchronously"
